'bassin';'cycle';'produit';'daterempli';'datevide';'carpes';'datepsemis';'datedp�che';'nbremois';'poidssem�';'poidsp�ch�';'poidsrestant';'poidsp�ch�restant';'Tauxmortalit�';'poidsalimentth�o';'poidsalimentstat';'poidsalimentdonn�pgm';'poidsalimentdonn�';'poidsalimentdonn�tot';'quantsem�e';'quantmort';'quantp�ch�e';'quantrestante';'surface';'RendementHa';'poidsp�ch�mois';'tauxconversion';'quantit�m2';'grammesm2';'poidsalimentha';'recambiogallons';'llenadogallons';'quantsem�ecarpes';'quantp�ch�ecarpes';'tauxalerteO2';'niveaudalerteO2';'moyenneO2';'poidstotalimentselect';'typealimentselect'
'B05';36;'crevette';1/5/2019;6/11/2019;0;13/5/2019;6/11/2019;5,80;566,00;1847,00;0,00;1847,00;0,33;0,00;0,00;0,00;0,00;3623,00;50612,00;17031,00;33581,00;0,00;6800,00;1768,49;318,26;2,82;0,00;0,00;0,00;0,00;0,00;207,00;207,00;0,00;1,00;3,56;0,00;
'A03';28;'crevette';1/5/2019;27/11/2019;0;14/5/2019;27/11/2019;6,45;267,00;1012,00;0,00;1012,00;0,37;0,00;0,00;0,00;0,00;2589,00;29990,00;11177,00;18813,00;0,00;4200,00;1496,15;156,68;3,47;0,00;0,00;0,00;0,00;0,00;144,00;139,00;0,00;1,00;3,54;0,00;
'B27';25;'tilapia';1/5/2019;6/9/2019;0;21/5/2019;6/9/2019;3,54;1425,00;6366,00;0,00;6366,00;0,09;0,00;0,00;30,00;0,00;7286,00;7442,00;721,00;11135,00;0,00;6100,00;12462,30;1797,80;1,47;0,00;0,00;0,00;0,00;0,00;2105,00;7074,15;0,02;1,00;2,17;0,00;
'B47';14;'crevette';1/5/2019;16/10/2019;0;18/5/2019;16/10/2019;4,95;367,00;697,00;0,00;697,00;0,58;0,00;0,00;0,00;0,00;2510,00;33015,00;19413,00;13602,00;0,00;4960,00;732,13;140,78;7,60;0,00;0,00;0,00;0,00;0,00;130,00;104,00;0,06;1,00;2,28;0,00;
'B24';29;'tilapia';20/4/2019;20/7/2019;0;17/5/2019;20/7/2019;2,09;33,39;624,00;0,00;624,00;0,75;0,00;0,00;0,00;0,00;1046,00;9360,00;7093,00;2267,00;0,00;5500,00;2787,97;297,37;1,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;1,00;1,77;0,00;
'B38';28;'crevette';1/5/2019;1/10/2019;0;21/5/2019;1/10/2019;4,36;397,00;893,00;0,00;893,00;0,52;0,00;0,00;0,00;0,00;2020,00;33837,00;17833,00;16004,00;0,00;5200,00;1191,69;204,78;4,07;0,00;0,00;0,00;0,00;0,00;118,00;63,00;0,01;1,00;3,05;0,00;
'B46';23;'crevette';24/5/2019;4/12/2019;0;27/5/2019;4/12/2019;6,26;464,00;1140,00;0,00;1140,00;0,33;0,00;0,00;0,00;0,00;2533,00;31448,00;10684,00;20764,00;0,00;4400,00;1336,58;182,04;3,74;0,00;0,00;0,00;0,00;0,00;220,00;227,00;0,01;1,00;3,34;0,00;
'SA';5;'crevette';30/5/2019;7/1/2020;0;6/6/2019;7/1/2020;7,04;488,00;1508,00;0,00;1508,00;0,42;0,00;0,00;0,00;0,00;4544,00;49097,00;20885,00;28212,00;0,00;7000,00;1126,16;213,92;4,45;0,00;0,00;0,00;0,00;0,00;280,00;266,00;0,01;1,00;3,26;0,00;'ALBACA'
'B31';40;'tilapia';3/6/2019;1/8/2019;0;6/6/2019;1/8/2019;1,83;416,00;1302,00;0,00;1302,00;0,50;0,00;0,00;0,00;0,00;1466,00;9833,00;4924,00;4909,00;0,00;2600,00;10111,35;709,12;1,65;0,00;0,00;0,00;0,00;0,00;8659,00;3941,29;0,03;1,00;2,33;0,00;
'MF';10;'tilapia';6/6/2019;19/9/2019;0;7/6/2019;19/9/2019;3,40;709,00;4155,44;0,00;4155,44;0,36;0,00;0,00;0,00;0,00;5851,00;10047,00;3621,00;6426,00;0,00;8500,00;6478,21;1218,66;1,69;0,00;0,00;0,00;0,00;0,00;6142,00;3485,00;0,06;1,00;2,37;0,00;
'B19';31;'crevette';10/6/2019;18/12/2019;0;14/6/2019;18/12/2019;6,13;275,00;1276,00;0,00;1276,00;0,25;0,00;0,00;0,00;0,00;2779,00;31560,00;8197,00;23363,00;0,00;4700,00;1892,48;208,11;2,77;0,00;0,00;0,00;0,00;0,00;223,00;220,00;0,01;1,00;3,55;0,00;
'B43';23;'crevette';4/6/2019;8/1/2020;0;14/6/2019;8/1/2020;6,81;463,00;1387,00;0,00;1387,00;0,31;0,00;0,00;0,00;0,00;3576,00;36966,00;11816,00;25150,00;0,00;5800,00;1272,67;203,38;3,87;0,00;0,00;0,00;0,00;0,00;280,00;289,00;0,00;1,00;3,38;0,00;'ALBACA'
'B34';30;'crevette';10/6/2019;10/12/2019;0;19/6/2019;10/12/2019;5,70;260,00;1409,00;0,00;1409,00;0,27;0,00;0,00;0,00;0,00;3093,00;36160,00;9904,00;26256,00;0,00;5700,00;1925,00;246,97;2,69;0,00;0,00;0,00;0,00;0,00;112,00;186,00;0,00;1,00;3,47;0,00;
'B36';35;'crevette';17/6/2019;29/12/2019;0;21/6/2019;29/12/2019;6,26;276,00;1152,00;0,00;1152,00;0,42;0,00;0,00;0,00;0,00;3076,00;37824,00;16205,00;21619,00;0,00;5800,00;1313,95;183,95;3,51;0,00;0,00;0,00;0,00;0,00;392,00;401,00;0,04;1,00;3,18;0,00;
'B57';20;'crevette';20/6/2019;2/9/2019;0;26/6/2019;2/9/2019;2,22;0,94;265,00;0,00;265,00;0,10;0,00;0,00;0,00;0,00;250,00;42140,00;4499,00;37641,00;0,00;3500,00;1843,53;118,86;0,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,49;0,00;
'B07';34;'crevette';20/6/2019;15/1/2020;0;28/6/2019;15/1/2020;6,59;188,00;1786,00;0,00;1786,00;0,09;0,00;0,00;0,00;0,00;3226,00;36120,00;3447,00;32673,00;0,00;6164,00;2143,16;271,00;2,01;0,00;0,00;0,00;0,00;0,00;186,00;158,00;0,00;1,00;3,04;0,00;'ALBACA'
'B26';41;'tilapia';20/6/2019;30/8/2019;0;28/6/2019;30/8/2019;2,06;31,45;2912,00;0,00;2912,00;0,19;0,00;0,00;0,00;0,00;2844,00;21000,00;4000,00;17000,00;0,00;3365,00;22578,03;1409,77;0,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;2,72;0,00;
'B56';21;'crevette';28/6/2019;27/9/2019;0;1/7/2019;27/9/2019;2,88;4,37;525,70;0,00;525,70;0,65;0,00;0,00;0,00;0,00;1523,00;224783,00;148172,00;76611,00;0,00;2800,00;3515,63;182,20;2,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,04;1,00;3,10;0,00;
'B25';33;'tilapia';28/6/2019;11/10/2019;0;4/7/2019;11/10/2019;3,24;1556,00;2628,00;0,00;2628,00;0,18;0,00;0,00;0,00;0,00;2769,00;9343,00;1772,00;7571,00;0,00;4800,00;3748,48;809,63;2,58;0,00;0,00;0,00;0,00;0,00;7021,15;6063,23;0,01;1,00;2,77;0,00;
'B53';20;'crevette';3/7/2019;18/2/2020;0;3/7/2019;18/2/2020;7,54;410,00;1796,00;0,00;1796,00;0,35;0,00;0,00;0,00;0,00;5906,00;52960,00;18778,00;34182,00;0,00;8200,00;1221,12;238,16;4,26;0,00;0,00;0,00;0,00;0,00;260,00;258,00;5,26315789473684e-03;1,00;3,02;0,00;'ALBACA'
'A02';30;'crevette';1/7/2019;26/10/2019;0;10/7/2019;26/10/2019;3,54;6,32;988,00;0,00;988,00;0,24;0,00;0,00;0,00;0,00;2085,00;282590,00;68822,00;213768,00;0,00;3700,00;4082,06;279,01;2,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;1,00;3,31;0,00;
'B37';27;'crevette';5/7/2019;11/2/2020;0;13/7/2019;11/2/2020;6,98;248,00;1360,00;0,00;1360,00;0,15;0,00;0,00;0,00;0,00;3044,00;29825,00;4705,00;25120,00;0,00;4600,00;1885,83;194,74;2,73;0,00;0,00;0,00;0,00;0,00;153,00;310,00;0,00;1,00;3,93;0,00;'ALBACA'
'AD1';30;'crevette';1/7/2019;12/2/2020;0;11/7/2019;12/2/2020;7,08;227,00;1689,00;0,00;1689,00;0,10;0,00;0,00;0,00;0,00;3176,00;36040,00;3664,00;32376,00;0,00;6000,00;1874,47;238,49;2,17;0,00;0,00;0,00;0,00;0,00;291,00;292,00;0,00;1,00;3,56;0,00;'ALBACA'
'B39';26;'crevette';15/7/2019;3/2/2020;0;16/7/2019;3/2/2020;6,62;271,00;1675,00;0,00;1675,00;0,09;0,00;0,00;0,00;0,00;3094,00;34290,00;3112,00;31178,00;0,00;5800,00;1991,24;252,90;2,20;0,00;0,00;0,00;0,00;0,00;135,00;129,00;0,00;1,00;4,05;0,00;'ALBACA'
'B41';25;'crevette';15/7/2019;19/2/2020;0;17/7/2019;19/2/2020;7,11;522,00;1256,00;0,00;1256,00;0,33;0,00;0,00;0,00;0,00;3595,00;34190,00;11325,00;22865,00;0,00;5500,00;1021,90;176,53;4,89;0,00;0,00;0,00;0,00;0,00;189,00;163,00;0,00;1,00;4,05;0,00;'ALBACA'
'B42';26;'crevette';20/7/2019;11/12/2019;0;23/7/2019;11/12/2019;4,62;663,00;1020,00;0,00;1020,00;0,25;0,00;0,00;0,00;0,00;1913,00;25395,00;6421,00;18974,00;0,00;5300,00;793,79;220,63;5,35;0,00;0,00;0,00;0,00;0,00;203,00;185,00;0,00;1,00;4,00;0,00;
'B01';58;'tilapia';22/7/2019;3/10/2019;0;23/7/2019;3/10/2019;2,36;1131,00;1327,00;0,00;1327,00;0,17;0,00;0,00;0,00;0,00;972,00;2218,00;396,00;1822,00;0,00;1765,00;2562,80;562,13;4,95;0,00;0,00;0,00;0,00;0,00;420,00;405,00;0,01;1,00;2,35;0,00;
'B02';62;'crevette';22/7/2019;18/10/2019;0;24/7/2019;18/10/2019;2,81;37,29;258,00;0,00;258,00;0,44;0,00;0,00;0,00;0,00;528,00;63055,00;28249,00;34806,00;0,00;1233,00;3458,54;91,50;2,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,74;0,00;
'B20';29;'crevette';25/7/2019;14/1/2020;0;29/7/2019;14/1/2020;5,54;805,00;1800,00;0,00;1800,00;0,03;0,00;0,00;0,00;0,00;2518,00;34514,00;1379,00;33135,00;0,00;6000,00;1630,50;324,85;2,53;0,00;0,00;0,00;0,00;0,00;190,00;137,00;0,00;1,00;3,92;0,00;'ALBACA'
'B21';28;'tilapia';5/8/2019;24/10/2019;0;7/8/2019;24/10/2019;2,55;1137,00;4952,00;0,00;4952,00;0,27;0,00;0,00;0,00;0,00;7100,00;9007,00;2484,00;6523,00;0,00;6000,00;13545,20;1936,35;1,86;0,00;0,00;0,00;0,00;0,00;3000,00;2974,00;0,00;1,00;3,72;0,00;
'B22';28;'tilapia';12/8/2019;19/12/2019;0;14/8/2019;19/12/2019;4,16;966,00;7010,00;0,00;7010,00;0,20;0,00;0,00;0,00;0,00;9872,00;7298,00;1493,00;5805,00;0,00;5800,00;13634,20;1683,50;1,63;0,00;0,00;0,00;0,00;0,00;2510,00;2307,00;0,00;1,00;3,61;0,00;
'B23';27;'tilapia';12/8/2019;22/1/2020;0;16/8/2019;22/1/2020;5,21;775,24;6592,00;0,00;6592,00;0,32;0,00;0,00;9,00;8,00;8514,00;17798,00;5816,00;11982,00;0,00;5254,00;11569,92;1264,50;1,46;0,00;0,00;15,22;0,00;0,00;1798,00;1760,00;0,00;1,00;4,00;0,00;
'B40';24;'crevette';12/8/2019;11/3/2020;0;23/8/2019;11/3/2020;6,59;249,78;1178,00;0,00;1178,00;0,38;0,00;0,00;0,00;0,00;3965,00;35891,00;13937,00;21954,00;0,00;5800,00;1323,00;178,75;4,27;0,00;0,00;0,00;0,00;0,00;219,00;219,00;0,00;1,00;4,14;0,00;'ALBACA'
'B24';30;'tilapia';20/8/2019;9/1/2020;0;27/8/2019;27/1/2020;4,42;1777,00;9109,00;0,00;9109,00;0,22;0,00;0,00;0,00;0,00;11181,00;7706,00;1755,00;6925,00;0,00;5500,00;16408,27;2057,95;1,52;0,00;0,00;0,00;0,00;0,00;1501,00;2475,00;0,00;1,00;3,20;0,00;
'FA';1;'crevette';26/8/2019;13/11/2019;0;28/8/2019;13/11/2019;2,52;0,83;155,00;0,00;155,00;0,47;0,00;0,00;0,00;0,00;249,00;35682,00;17127,00;18555,00;0,00;810,00;4107,15;61,39;1,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;4,65;0,00;
'B58';20;'crevette';26/8/2019;14/4/2020;0;29/8/2019;14/4/2020;7,50;317,00;1216,00;0,00;1216,00;0,37;0,00;0,00;0,00;0,00;3850,00;37309,00;13877,00;23432,00;0,00;5800,00;1124,69;161,95;4,28;0,00;0,00;0,00;0,00;0,00;123,00;137,00;0,00;1,00;3,80;0,00;'ALBACA'
'B31';41;'crevette';26/8/2019;9/11/2019;0;31/8/2019;9/11/2019;2,29;3,83;380,00;0,00;380,00;0,64;0,00;0,00;0,00;0,00;1001,00;191869,00;123194,00;68675,00;0,00;2600,00;3434,38;165,57;2,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,94;0,00;
'B10';34;'crevette';1/9/2019;17/3/2020;0;6/9/2019;17/3/2020;6,32;226,00;1607,00;0,00;1607,00;0,18;0,00;0,00;0,00;0,00;3587,00;38522,00;7021,00;31501,00;0,00;6000,00;1981,62;253,95;2,59;0,00;0,00;0,00;0,00;0,00;111,00;104,00;0,00;1,00;4,68;0,00;'ALBACA'
'B52';21;'crevette';1/9/2019;21/4/2020;0;6/9/2019;21/4/2020;7,47;298,00;1106,00;0,00;1106,00;0,38;0,00;0,00;0,00;0,00;4258,00;35947,00;13971,00;21976,00;0,00;6000,00;981,43;147,95;5,26;0,00;0,00;0,00;0,00;0,00;160,00;147,00;0,00;1,00;3,70;0,00;'ALBACA'
'B03';67;'crevette';1/9/2019;15/11/2019;0;11/9/2019;15/11/2019;2,13;0,81;155,00;0,00;155,00;0,38;0,00;0,00;0,00;0,00;223,00;33385,00;12920,00;20465,00;0,00;997,00;3953,39;72,73;1,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;4,49;0,00;
'B26';42;'tilapia';6/9/2019;29/11/2019;0;12/9/2019;29/11/2019;2,55;1032,00;2141,00;0,00;2141,00;0,17;0,00;0,00;0,00;0,00;2371,00;7301,00;1287,00;6014,00;0,00;3365,00;7020,83;837,18;2,13;0,00;0,00;0,00;0,00;0,00;4997,23;6014,00;0,00;1,00;3,64;0,00;
'B09';11;'crevette';7/9/2019;3/4/2020;0;12/9/2019;3/4/2020;6,68;268,00;1246,00;0,00;1246,00;0,19;0,00;0,00;0,00;0,00;3441,00;29480,00;5735,00;23745,00;0,00;5000,00;1593,21;186,28;3,51;0,00;0,00;0,00;0,00;0,00;461,00;141,00;0,00;1,00;4,68;0,00;'ALBACA'
'B08';42;'crevette';12/9/2019;22/4/2020;0;20/9/2019;22/4/2020;7,04;134,00;1442,00;0,00;1442,00;0,09;0,00;0,00;0,00;0,00;2832,00;29346,00;2905,00;26441,00;0,00;4800,00;2106,03;204,56;2,16;0,00;0,00;0,00;0,00;0,00;188,00;132,00;0,00;1,00;4,46;0,00;'ALBACA'
'B45';23;'crevette';9/9/2019;6/5/2020;0;14/9/2019;6/5/2020;7,70;3,48;1777,00;0,00;1777,00;0,36;0,00;0,00;0,00;0,00;3615,00;153772,00;56124,00;97648,00;0,00;4800,00;2612,54;230,63;2,03;0,00;0,00;0,00;0,00;0,00;50,00;49,00;0,00;1,00;4,31;0,00;'ALBACA'
'B30';30;'crevette';16/9/2019;16/3/2020;0;20/9/2019;16/3/2020;5,83;88,00;1004,00;0,00;1004,00;0,10;0,00;0,00;0,00;3,00;1787,00;20592,00;2220,00;18372,00;0,00;3400,00;2514,97;172,03;1,95;0,00;0,00;8,82;0,00;0,00;95,00;82,00;0,00;1,00;4,57;0,00;'ALBACA'
'B48';10;'crevette';16/9/2019;26/2/2020;0;20/9/2019;26/2/2020;5,21;191,70;716,00;0,00;716,00;0,37;0,00;0,00;0,00;0,00;2173,00;28855,00;10903,00;17952,00;0,00;4800,00;1141,50;137,34;4,14;0,00;0,00;0,00;0,00;0,00;120,00;104,00;0,00;1,00;3,97;0,00;'ALBACA'
'M2';1;'crevette';20/9/2019;20/11/2019;0;23/9/2019;20/11/2019;1,90;207,00;187,00;0,00;187,00;0,00;0,00;0,00;2,00;0,00;123,00;3638,00;0,00;3740,00;0,00;600,00;-954,96;98,33;-6,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;4,21;0,00;
'B04';39;'crevette';25/9/2019;27/5/2020;0;27/9/2019;27/5/2020;7,96;917,00;1775,00;0,00;1775,00;0,19;0,00;0,00;0,00;0,00;3216,00;39900,00;7934,00;31966,00;0,00;3878,00;1512,89;222,78;3,74;0,00;0,00;0,00;0,00;0,00;164,00;73,00;0,00;1,00;4,45;0,00;'ALBACA'
'MF';11;'tilapia';2/10/2019;13/2/2020;0;3/10/2019;13/2/2020;4,36;2941,00;12207,00;0,00;12207,00;0,21;0,00;0,00;0,00;0,00;14728,00;11171,00;2379,00;8792,00;0,00;8500,00;13619,42;2799,34;1,58;0,00;0,00;0,00;0,00;0,00;2671,00;2048,00;0,00;1,00;2,98;0,00;
'M1';1;'crevette';1/10/2019;18/11/2019;0;4/10/2019;18/11/2019;1,47;28,00;24,74;0,00;24,74;0,06;0,00;0,00;0,00;0,00;94,00;152,00;10,00;142,00;0,00;600,00;-200,62;16,76;-28,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,06;1,00;3,79;0,00;
'B29';31;'crevette';1/10/2019;28/4/2020;0;4/10/2019;28/4/2020;6,78;111,00;1137,00;0,00;1137,00;0,16;0,00;0,00;0,00;0,00;2285,00;22200,00;3572,00;18628,00;0,00;3700,00;2225,93;167,52;2,22;0,00;0,00;0,00;0,00;0,00;105,00;105,00;0,00;1,00;3,91;0,00;'ALBACA'
'B44';26;'crevette';4/10/2019;7/7/2020;0;12/10/2019;7/7/2020;8,81;281,00;1561,00;0,00;1561,00;0,37;0,00;0,00;0,00;0,00;5814,00;40542,00;15040,00;25502,00;0,00;6278,00;1259,42;176,99;4,54;0,00;0,00;0,00;0,00;0,00;100,00;89,00;0,00;1,00;4,13;0,00;'ALBACA'
'B38';29;'tilapia';4/10/2019;25/11/2019;0;11/10/2019;25/11/2019;1,47;12,33;904,00;0,00;904,00;0,29;0,00;0,00;0,00;0,00;781,00;14000,00;4169,00;9831,00;0,00;5200,00;6331,73;612,71;0,87;0,00;0,00;0,00;0,00;0,00;56,00;0,00;0,00;1,00;4,65;0,00;
'B25';34;'tilapia';13/10/2019;1/11/2019;0;14/10/2019;1/11/2019;0,59;610,00;694,00;0,00;694,00;0,01;0,00;0,00;0,00;0,00;201,00;1625,00;19,00;1606,00;0,00;4800,00;1615,48;1175,94;2,39;0,00;0,00;0,00;0,00;0,00;1625,00;1606,00;0,00;1,00;3,61;0,00;
'B01';59;'crevette';12/10/2019;15/4/2020;0;17/10/2019;15/4/2020;5,93;78,00;579,00;0,00;579,00;0,08;0,00;0,00;0,00;0,00;1137,00;11490,00;961,00;10529,00;0,00;1765,00;2605,86;97,56;2,26;0,00;0,00;0,00;0,00;0,00;25,00;25,00;0,00;1,00;3,83;0,00;'ALBACA'
'B28';27;'crevette';16/10/2019;13/5/2020;0;25/10/2019;13/5/2020;6,59;334,00;1227,00;0,00;1227,00;0,25;0,00;0,00;0,00;0,00;2939,00;28600,00;7193,00;21407,00;0,00;4400,00;1677,79;186,18;3,29;0,00;0,00;0,00;0,00;0,00;166,00;170,00;0,00;1,00;4,26;0,00;'ALBACA'
'B50';3;'crevette';21/10/2019;17/1/2020;0;28/10/2019;17/1/2020;2,65;3,14;554,00;0,00;554,00;0,32;0,00;0,00;0,00;0,00;1038,00;163155,00;53801,00;109354,00;0,00;2478,00;4560,23;208,60;1,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;4,47;0,00;'ALBACA'
'B21';29;'crevette';28/10/2019;9/6/2020;0;31/10/2019;9/6/2020;7,27;200,00;1803,00;0,00;1803,00;0,21;0,00;0,00;0,00;0,00;3946,00;36000,00;7776,00;28224,00;0,00;6000,00;1999,70;247,70;2,46;0,00;0,00;0,00;0,00;0,00;180,00;180,00;0,00;1,00;4,25;0,00;'ALBACA'
'A02';31;'crevette';28/10/2019;25/1/2020;0;31/10/2019;25/1/2020;2,81;5,50;861,00;0,00;861,00;0,37;0,00;0,00;0,00;0,00;1759,00;270022,00;100342,00;169680,00;0,00;3700,00;4467,38;305,35;2,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;4,55;0,00;'ALBACA'
'LAG';12;'crevette';1/11/2019;21/5/2020;0;5/11/2019;21/5/2020;6,49;315,00;2072,00;0,00;2072,00;0,13;0,00;0,00;0,00;0,00;4519,00;43420,00;5861,00;37559,00;0,00;7000,00;2106,42;319,17;2,57;0,00;0,00;0,00;0,00;0,00;122,00;152,00;0,01;1,00;3,34;0,00;'ALBACA'
'B51';31;'crevette';1/11/2019;26/5/2020;0;6/11/2019;26/5/2020;6,62;309,00;1245,00;0,00;1245,00;0,29;0,00;0,00;0,00;0,00;3533,00;31846,00;9267,00;22579,00;0,00;4600,00;1673,80;187,98;3,77;0,00;0,00;0,00;0,00;0,00;108,00;109,00;0,00;1,00;3,46;0,00;'ALBACA'
'B11';37;'crevette';4/11/2019;12/5/2020;0;7/11/2019;12/5/2020;6,13;155,00;1192,00;0,00;1192,00;0,00;0,00;0,00;0,00;0,00;1946,00;18555,00;0,00;20423,00;0,00;3840,00;2399,62;194,41;1,87;0,00;0,00;0,00;0,00;0,00;110,00;109,00;0,00;1,00;3,50;0,00;'ALBACA'
'B32';29;'tilapia';26/10/2019;5/3/2020;0;15/11/2019;5/3/2020;3,63;1253,00;6516,00;0,00;6516,00;0,12;0,00;0,00;0,00;0,00;7079,00;5038,00;623,00;4505,00;0,00;4000,00;19696,42;1790,43;1,34;0,00;0,00;0,00;0,00;0,00;1309,00;1389,00;0,00;1,00;3,39;0,00;
'B27';26;'tilapia';24/10/2019;18/3/2020;0;14/11/2019;18/3/2020;4,09;1851,00;9922,00;0,00;9922,00;0,12;0,00;0,00;0,00;0,00;11511,00;8151,00;1036,00;7115,00;0,00;6100,00;17588,32;2420,96;1,42;0,00;0,00;0,00;0,00;0,00;1835,00;2015,00;0,00;1,00;3,16;0,00;
'B05';37;'tilapia';11/11/2019;16/4/2020;0;15/11/2019;16/4/2020;5,01;443,39;6438,00;0,00;6438,00;0,37;0,00;0,00;0,00;0,00;9181,00;15966,00;6052,00;9940,00;0,00;6800,00;9574,08;1283,39;1,53;0,00;0,00;0,00;0,00;0,00;966,00;824,00;0,00;1,00;3,84;0,00;
'M1';2;'crevette';19/11/2019;1/2/2020;0;19/11/2019;1/2/2020;2,42;119,00;127,03;0,00;127,03;0,14;0,00;0,00;0,00;0,00;152,00;2514,00;375,00;2139,00;0,00;600,00;300,51;52,35;18,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,31;0,00;'ALBACA'
'B47';15;'tilapia';11/11/2019;31/1/2020;0;21/11/2019;31/1/2020;2,32;805,00;1163,00;0,00;1163,00;0,01;0,00;0,00;0,00;0,00;834,00;1003,00;20,00;983,00;0,00;4960,00;1689,19;499,59;2,32;0,00;0,00;0,00;0,00;0,00;1003,00;1003,00;0,00;1,00;2,47;0,00;
'B25';35;'tilapia';21/11/2019;9/5/2020;0;22/11/2019;9/5/2020;5,54;2357,00;3732,00;0,00;3732,00;0,23;0,00;0,00;0,00;0,00;5191,00;7554,00;1809,00;5745,00;0,00;4800,00;2816,51;673,52;3,77;0,00;0,00;0,00;0,00;0,00;7549,41;5745,00;8,13008130081301e-03;1,00;3,01;0,00;
'B03';68;'crevette';22/11/2019;21/1/2020;0;22/11/2019;21/1/2020;1,96;80,17;98,53;0,00;98,53;0,00;0,00;0,00;0,00;0,00;144,00;1050,00;0,00;1103,00;0,00;997,00;509,97;50,08;7,84;0,00;0,00;0,00;0,00;0,00;10,00;12,00;0,00;1,00;4,48;0,00;'ALBACA'
'B38';30;'crevette';2/12/2019;3/6/2020;0;5/12/2019;3/6/2020;5,93;325,00;1457,00;0,00;1457,00;0,27;0,00;0,00;0,00;0,00;3293,00;33048,00;9076,00;23972,00;0,00;5200,00;1998,48;245,51;2,90;0,00;0,00;0,00;0,00;0,00;86,00;87,00;0,00;1,00;3,55;0,00;'ALBACA'
'B57';21;'crevette';26/11/2019;2/3/2020;0;4/12/2019;2/3/2020;2,91;3,62;591,00;0,00;591,00;0,42;0,00;0,00;0,00;0,00;1357,00;180192,00;77146,00;103046,00;0,00;3500,00;3133,23;202,53;2,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;4,57;0,00;'ALBACA'
'B26';43;'crevette';6/12/2019;7/5/2020;0;9/12/2019;7/5/2020;4,91;4,31;987,00;0,00;987,00;0,41;0,00;0,00;0,00;0,00;2340,00;216004,00;89454,00;126550,00;0,00;3365,00;3235,00;200,69;2,38;0,00;0,00;0,00;0,00;0,00;40,00;49,00;0,00;1,00;3,44;0,00;'ALBACA'
'FA';2;'crevette';11/12/2019;7/3/2020;0;16/12/2019;7/3/2020;2,68;1,47;336,00;0,00;336,00;0,31;0,00;0,00;0,00;0,00;568,00;68273,00;21566,00;46707,00;0,00;810,00;8368,84;124,97;1,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;4,95;0,00;'ALBACA'
'B31';42;'crevette';12/12/2019;2/6/2020;0;21/12/2019;2/6/2020;5,37;262,00;830,00;0,00;830,00;0,23;0,00;0,00;0,00;0,00;1662,00;17689,00;4099,00;13590,00;0,00;2600,00;2213,44;154,35;2,92;0,00;0,00;0,00;0,00;0,00;30,00;33,00;8,69565217391304e-03;1,00;3,25;0,00;'ALBACA'
'B46';24;'crevette';15/12/2019;8/7/2020;0;22/12/2019;8/7/2020;6,52;290,00;1340,00;0,00;1340,00;0,16;0,00;0,00;0,00;0,00;2785,00;27640,00;4631,00;23009,00;0,00;4400,00;1992,60;205,37;2,65;0,00;0,00;0,00;0,00;0,00;100,00;84,00;0,00;1,00;3,54;0,00;'ALBACA'
'B56';22;'crevette';10/12/2019;19/3/2020;0;17/12/2019;19/3/2020;3,04;2,59;698,00;0,00;698,00;0,45;0,00;0,00;0,00;0,00;1349,00;128679,00;58009,00;70670,00;0,00;2800,00;4437,44;228,91;1,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,99;0,00;'ALBACA'
'A03';29;'crevette';17/12/2019;20/7/2020;0;21/12/2019;20/7/2020;6,95;149,00;1127,00;0,00;1127,00;0,21;0,00;0,00;0,00;0,00;3054,00;25959,00;5629,00;20330,00;0,00;4200,00;1825,11;162,13;3,12;0,00;0,00;0,00;0,00;0,00;110,00;93,00;0,00;1,00;3,42;0,00;'ALBACA'
'B22';29;'crevette';22/12/2019;27/8/2020;0;30/12/2019;27/8/2020;7,90;608,00;1442,00;0,00;1442,00;0,37;0,00;0,00;0,00;0,00;5579,00;44523,00;16571,00;27952,00;0,00;5800,00;991,42;182,49;6,68;0,00;0,00;0,00;0,00;0,00;105,00;99,00;0,00;1,00;3,58;0,00;'ALBACA'
