'bassin';'cycle';'lot';'datep�che';'poids';'quantit�lb';'quantit�';'commentaire';'quantit�lbstat';'grpoisson';'esp�ce';'destination'
'B04';22;1;12/8/2011;40,00;18,00;720,00;'1v cn 40lbs 250/v';;0,00;;'V'
'B22';14;1;10/8/2011;150,00;18,00;2700,00;'1v cn 150lbs 400/v';;0,00;;'V'
'B22';0;0;10/8/2011;12,00;0,50;6,00;'1v cn 16/v 272.4gr';;908,00;'CAR';'V'
'B38';0;0;10/8/2011;178,00;0,39;71,00;'1v cn 178lbs 182/v 302.66gr';;1138,19;'CAR';'V'
'B24';0;0;10/8/2011;188,00;0,27;51,00;'1v cn 188/v';;1673,56;'CAR';'V'
'B49';10;2;2/1/2007;100,00;18,00;1800,00;'2V CN 115lb 160/150 v';;0,00;;'V'
'B49';10;1;2/1/2007;15,00;18,00;270,00;'2V CN 115lb 160/150 v';;0,00;;'V'
'B52';8;2;2/1/2007;79,00;18,00;1422,00;'2V CN 79lb 150/160 v 90lb tilapia';;0,00;;'V'
'B36';16;1;2/1/2007;40,00;18,00;720,00;'2V CN 40lb 70/50 v';;0,00;;'V'
'B19';10;2;2/1/2007;94,00;18,00;1692,00;'vaciar';;0,00;;'V'
'B19';10;2;2/1/2007;25,00;26,00;650,00;'B07';;0,00;;'S'
'L01';1;1;2/1/2007;12,00;18,00;216,00;'vaciar no queda casi nada';;0,00;;'V'
'B49';0;0;2/1/2007;8,00;0,37;3,00;'2.66lb';;1210,66;'CAR';'V'
'B52';0;0;2/1/2007;7,00;0,42;3,00;'2.33lb';;1059,33;'CAR';'V'
'B49';0;0;2/1/2007;3,00;1,00;3,00;'B59';;454,00;'CAR';'S'
'B36';0;0;2/1/2007;7,00;0,28;2,00;'3.5lb';;1589,00;'CAR';'V'
'B19';0;0;2/1/2007;24,00;0,45;11,00;'vaciar';;990,54;'CAR';'V'
'L01';0;0;2/1/2007;45,00;0,37;17,00;'vaciar';;1201,76;'CAR';'V'
'B31';14;2;4/1/2007;55,00;18,00;990,00;'2V CN 55lb 100/50 v';;0,00;;'V'
'B28';7;1;4/1/2007;74,00;18,00;1332,00;'2V CN 74lb 100/170 v';;0,00;;'V'
'B38';7;1;4/1/2007;86,00;18,00;1548,00;'2V CN 86lb 150/60 v';;0,00;;'V'
'B39';7;2;4/1/2007;110,00;18,00;1980,00;'2V CN 110lb 140/120 v';;0,00;;'V'
'B40';7;2;4/1/2007;40,00;18,00;720,00;'80lb';;0,00;;'V'
'B40';7;1;4/1/2007;40,00;18,00;720,00;'2V CN 80lb 160/120 v';;0,00;;'V'
'B03';29;1;4/1/2007;37,00;10,00;370,00;'venta';;0,00;;'V'
'B53';5;1;3/1/2007;30,00;18,00;540,00;'95lb';;0,00;;'V'
'B53';5;2;3/1/2007;65,00;18,00;1170,00;'2V CN 95lb 150/125 v 170lb tilapia vacia';;0,00;;'V'
'B43';6;1;3/1/2007;65,00;18,00;1170,00;'2V CN 65lb 120/80 v muy poco pescar otra';;0,00;;'V'
'B30';10;1;3/1/2007;72,00;18,00;1296,00;'2V CN 72lb 100/50 v';;0,00;;'V'
'B19';10;2;3/1/2007;211,00;20,00;4220,00;'vacio';;0,00;;'V'
'B19';10;2;3/1/2007;30,00;49,00;1470,00;'B07';;0,00;;'S'
'L01';1;1;3/1/2007;127,00;20,00;2540,00;'vacio';;0,00;;'V'
'L01';1;1;3/1/2007;87,00;36,00;3132,00;'A02';;0,00;;'S'
'B21';8;1;3/1/2007;149,00;18,00;2682,00;'2V CN 149lb 160/100 v';;0,00;;'V'
'B22';9;1;3/1/2007;95,00;18,00;1710,00;'2V CN 95lb 160/60 v';;0,00;;'V'
'B53';0;0;3/1/2007;83,00;0,25;21,00;'3.95lb';;1794,38;'CAR';'V'
'B43';0;0;3/1/2007;34,00;0,29;10,00;'3.4lb';;1543,60;'CAR';'V'
'B30';0;0;3/1/2007;40,00;0,22;9,00;'4.44lb';;2017,77;'CAR';'V'
'B19';0;0;3/1/2007;23,00;0,43;10,00;'vacio';;1044,20;'CAR';'V'
'L01';0;0;3/1/2007;101,00;0,38;39,00;'vacio';;1175,74;'CAR';'V'
'B23';8;2;5/1/2007;78,00;18,00;1404,00;'vaciar todo gde';;0,00;;'V'
'A03';5;2;5/1/2007;93,00;241,00;22413,00;'B05';;0,00;;'S'
'B01';0;0;5/1/2007;39,00;1,00;39,00;'B04';;454,00;'CAR';'S'
'B01';0;0;5/1/2007;32,00;1,00;32,00;'B05';;454,00;'CAR';'S'
'B01';0;0;5/1/2007;37,00;1,00;37,00;'B06';;454,00;'CAR';'S'
'B01';0;0;5/1/2007;10,00;1,00;10,00;'B07';;454,00;'CAR';'S'
'B46';6;1;8/1/2007;44,00;18,00;792,00;'2V CN 44lb no chiq';;0,00;;'V'
'B47';6;1;8/1/2007;79,00;18,00;1422,00;'2V CN 79lb 100/50 v  no chiq';;0,00;;'V'
'B56';10;1;8/1/2007;61,00;18,00;1098,00;'2V CN 61lb 50/70 v no chiq';;0,00;;'V'
'B53';5;2;8/1/2007;68,00;18,00;1224,00;'vaciar';;0,00;;'V'
'B53';5;2;8/1/2007;107,00;32,00;3424,00;'B51';;0,00;;'S'
'B46';0;0;8/1/2007;4,00;1,00;4,00;'B54';;454,00;'CAR';'S'
'B53';0;0;8/1/2007;12,00;1,00;12,00;'B54';;454,00;'CAR';'S'
'B55';8;1;9/1/2007;56,00;18,00;1008,00;'vaciar';;0,00;;'V'
'B55';8;1;9/1/2007;10,00;30,00;300,00;'B45';;0,00;;'S'
'B53';5;2;9/1/2007;51,00;18,00;918,00;'vaciar';;0,00;;'V'
'B53';5;2;9/1/2007;54,00;38,00;2052,00;'B45  mucha tilapia';;0,00;;'S'
'AD3';7;2;9/1/2007;60,00;18,00;1080,00;'2V CN 60lb 120/80 v';;0,00;;'V'
'AD3';7;2;9/1/2007;6,00;28,00;168,00;'madres';;0,00;;'A'
'B11';17;1;9/1/2007;38,00;18,00;684,00;'vaciar tiene mucha tilapia y poco camaro';;0,00;;'V'
'B11';17;1;9/1/2007;5,00;28,00;140,00;'madres';;0,00;;'A'
'B12';15;1;9/1/2007;64,00;18,00;1152,00;'vaciar100/80v  muy malo y tiene tilapia';;0,00;;'V'
'AD1';9;1;9/1/2007;49,00;18,00;882,00;'2V CN 49lb 100/120 v';;0,00;;'V'
'AD1';9;1;9/1/2007;24,00;28,00;672,00;'madres';;0,00;;'A'
'B03';29;1;9/1/2007;5,00;15,00;75,00;'venta';;0,00;;'V'
'B03';29;1;9/1/2007;4,00;20,00;80,00;'madres';;0,00;;'A'
'B20';10;1;10/1/2007;113,00;18,00;2034,00;'vaciar';;0,00;;'V'
'B53';5;2;10/1/2007;288,00;20,00;5760,00;'vacio';;0,00;;'V'
'B53';5;2;10/1/2007;270,00;36,00;9720,00;'B45';;0,00;;'S'
'B20';10;1;11/1/2007;154,00;18,00;2772,00;'vaciar';;0,00;;'V'
'B55';8;1;11/1/2007;119,00;20,00;2380,00;'vacio';;0,00;;'V'
'B55';8;1;11/1/2007;10,00;30,00;300,00;'B45';;0,00;;'S'
'B32';9;1;11/1/2007;70,00;18,00;1260,00;'Vaciar';;0,00;;'V'
'B32';9;1;11/1/2007;75,00;37,00;2775,00;'B29';;0,00;;'S'
'B20';10;1;11/1/2007;3,00;29,00;87,00;'B07';;0,00;;'S'
'B24';10;1;11/1/2007;106,00;18,00;1908,00;'2V CN 106lb 250/120 v';;0,00;;'V'
'B32';0;0;11/1/2007;20,00;1,00;20,00;'B29';;454,00;'CAR';'S'
'B20';0;0;11/1/2007;40,00;1,00;40,00;'B07';;454,00;'CAR';'S'
'B20';10;1;12/1/2007;27,00;18,00;486,00;'vaciar';;0,00;;'V'
'B17';21;2;12/1/2007;17,00;18,00;306,00;'solo gde';;0,00;;'V'
'B29';13;3;12/1/2007;67,00;18,00;1206,00;'2V CN 67lb 200/100 v solo gde';;0,00;;'V'
'B08';21;1;12/1/2007;53,00;18,00;954,00;'2V CN 53lb 140/160 v    solo grande';;0,00;;'V'
'B41';9;2;13/1/2007;15,00;18,00;270,00;'B40';;0,00;;'A'
'B41';9;1;13/1/2007;30,00;61,00;1830,00;'B45';;0,00;;'S'
'B54';8;2;12/1/2007;1,00;18,00;18,00;'rreepleto de legamo';;0,00;;'A'
'B35';13;1;15/1/2007;42,00;18,00;756,00;'42lb 50/70 v vaciar';;0,00;;'V'
'B33';8;1;15/1/2007;40,00;18,00;720,00;'2V CN 40llb 60/40 v';;0,00;;'V'
'B27';7;2;15/1/2007;60,00;18,00;1080,00;'2V CN 60lb 100/v ???? Muy poco';;0,00;;'V'
'B25';10;1;15/1/2007;49,00;18,00;882,00;'vaciar';;0,00;;'V'
'B25';10;1;15/1/2007;5,00;28,00;140,00;'madres';;0,00;;'A'
'B25';10;1;15/1/2007;5,00;27,00;135,00;'A02';;0,00;;'S'
'B20';10;1;15/1/2007;198,00;20,00;3960,00;'vacio';;0,00;;'V'
'B25';0;0;15/1/2007;11,00;1,00;11,00;'B8';;454,00;'CAR';'S'
'B20';0;0;15/1/2007;2,00;1,00;2,00;'B08';;454,00;'CAR';'S'
'B36';16;1;16/1/2007;41,00;18,00;738,00;'2V CN 41lb 100/50 v';;0,00;;'V'
'B08';21;1;16/1/2007;64,00;18,00;1152,00;'2V CN 64lb 120/80 v';;0,00;;'V'
'B32';9;1;16/1/2007;24,00;18,00;432,00;'vaciar';;0,00;;'V'
'B32';9;1;16/1/2007;110,00;54,00;5940,00;'B29';;0,00;;'S'
'B25';10;1;16/1/2007;276,00;20,00;5520,00;'vacio';;0,00;;'V'
'B25';10;1;16/1/2007;13,00;26,00;338,00;'B05';;0,00;;'S'
'B32';0;0;16/1/2007;18,00;1,00;18,00;'B29';;454,00;'CAR';'S'
'B25';0;0;16/1/2007;4,00;1,00;4,00;'B08';;454,00;'CAR';'S'
'B34';8;2;17/1/2007;48,00;18,00;864,00;'vaciar';;0,00;;'V'
'B32';9;1;17/1/2007;119,00;20,00;2380,00;'vacio';;0,00;;'V'
'B32';9;1;17/1/2007;130,00;50,00;6500,00;'B45';;0,00;;'S'
'B21';8;2;17/1/2007;95,00;18,00;1710,00;'2V CN 95lb 100/120 v';;0,00;;'V'
'B22';9;1;17/1/2007;78,00;18,00;1404,00;'2V CN 78lb 100/150 v';;0,00;;'V'
'B34';0;0;17/1/2007;6,00;1,00;6,00;'B29';;454,00;'CAR';'S'
'B32';0;0;17/1/2007;33,00;1,00;33,00;'B29';;454,00;'CAR';'S'
'B34';8;2;18/1/2007;190,00;20,00;3800,00;'vacio';;0,00;;'V'
'B34';8;2;18/1/2007;2,00;36,00;72,00;'B33';;0,00;;'A'
'B34';0;0;18/1/2007;10,00;1,00;10,00;'B29';;454,00;'CAR';'S'
'B16';22;2;19/1/2007;36,00;18,00;648,00;'B17';;0,00;;'A'
'B16';22;1;19/1/2007;46,00;200,00;9200,00;'AD2';;0,00;;'S'
'A03';5;2;19/1/2007;26,00;200,00;5200,00;'AD2';;0,00;;'S'
'A03';5;1;19/1/2007;20,00;12,00;240,00;'B03';;0,00;;'S'
'B41';9;1;19/1/2007;66,00;68,00;4488,00;'B45';;0,00;;'S'
'B41';9;2;19/1/2007;49,00;12,00;588,00;'B40';;0,00;;'A'
'B01';0;0;19/1/2007;26,00;1,00;26,00;'B07';;454,00;'CAR';'S'
'B01';0;0;19/1/2007;39,00;1,00;39,00;'B10';;454,00;'CAR';'S'
'B01';0;0;19/1/2007;58,00;1,00;58,00;'B22';;454,00;'CAR';'S'
'B01';0;0;19/1/2007;34,00;1,00;34,00;'B30';;454,00;'CAR';'S'
'B01';0;0;19/1/2007;52,00;1,00;52,00;'B42';;454,00;'CAR';'S'
'B01';0;0;19/1/2007;63,00;1,00;63,00;'B44';;454,00;'CAR';'S'
'B01';0;0;19/1/2007;54,00;1,00;54,00;'B45';;454,00;'CAR';'S'
'B01';0;0;19/1/2007;24,00;1,00;24,00;'B51';;454,00;'CAR';'S'
'B01';0;0;19/1/2007;21,00;1,00;21,00;'AD2';;454,00;'CAR';'S'
'B16';22;1;20/1/2007;25,00;190,00;4750,00;'A01';;0,00;;'S'
'B16';22;1;20/1/2007;65,00;190,00;12350,00;'B32';;0,00;;'S'
'B16';22;2;20/1/2007;45,00;15,00;675,00;'B17';;0,00;;'S'
'B35';13;1;22/1/2007;36,00;18,00;648,00;'CN 36lb vaciar';;0,00;;'V'
'B35';13;1;22/1/2007;3,00;28,00;84,00;'madres';;0,00;;'A'
'B30';10;1;22/1/2007;70,00;18,00;1260,00;'2V CN 70lb 100/110 v';;0,00;;'V'
'B30';10;1;22/1/2007;7,00;28,00;196,00;'madres';;0,00;;'A'
'B31';14;2;22/1/2007;34,00;18,00;612,00;'2V CN 34lb 50/30v';;0,00;;'V'
'B31';14;2;22/1/2007;2,00;28,00;56,00;'madres';;0,00;;'A'
'B28';7;3;22/1/2007;93,00;18,00;1674,00;'2V CN 93lb 150/100 v';;0,00;;'V'
'B28';7;3;22/1/2007;5,00;28,00;140,00;'madres';;0,00;;'A'
'B23';8;2;22/1/2007;35,00;18,00;630,00;'sta todo gde 30/20 v vaciar';;0,00;;'V'
'B23';8;2;22/1/2007;2,00;28,00;56,00;'madres';;0,00;;'A'
'B24';10;1;22/1/2007;61,00;18,00;1098,00;'2V CN 61lb 150/100 v';;0,00;;'V'
'B24';10;1;22/1/2007;3,00;28,00;84,00;'madres';;0,00;;'A'
'B35';0;0;22/1/2007;2,00;1,00;2,00;'B32';;454,00;'CAR';'S'
'B38';7;1;23/1/2007;80,00;18,00;1440,00;'2V CN 80lb 100/60 v';;0,00;;'V'
'B38';7;1;23/1/2007;2,00;28,00;56,00;'madres';;0,00;;'A'
'B39';7;2;23/1/2007;74,00;18,00;1332,00;'2V CN 74lb 140/80 v';;0,00;;'V'
'B39';7;2;23/1/2007;6,00;28,00;168,00;'madres';;0,00;;'A'
'B40';7;1;23/1/2007;78,00;18,00;1404,00;'2V CN 78lb 140/100 v';;0,00;;'V'
'B40';7;1;23/1/2007;4,00;28,00;112,00;'madres';;0,00;;'A'
'B35';13;1;23/1/2007;220,00;18,00;3960,00;'vacio';;0,00;;'V'
'B35';13;1;23/1/2007;37,00;28,00;1036,00;'madres';;0,00;;'A'
'B35';13;1;23/1/2007;20,00;40,00;800,00;'B32';;0,00;;'S'
'B35';0;0;23/1/2007;12,00;1,00;12,00;'B32';;454,00;'CAR';'S'
'B52';8;2;24/1/2007;73,00;18,00;1314,00;'vaciar 130lb de tilapia';;0,00;;'V'
'B52';8;2;24/1/2007;53,00;33,00;1749,00;' 83lb B45';;0,00;;'S'
'B52';8;1;24/1/2007;30,00;33,00;990,00;'83lb B45';;0,00;;'S'
'B41';9;1;24/1/2007;156,00;20,00;3120,00;'venta';;0,00;;'V'
'B41';9;1;24/1/2007;226,00;50,00;11300,00;'B45';;0,00;;'S'
'B41';9;2;24/1/2007;2,00;18,00;36,00;'madres fueron a venta';;0,00;;'V'
'B49';10;1;25/1/2007;120,00;18,00;2160,00;'2V CN 120lb 100/140 v';;0,00;;'V'
'B49';10;1;25/1/2007;2,00;28,00;56,00;'madres';;0,00;;'A'
'B43';6;1;25/1/2007;90,00;18,00;1620,00;'2V CN 90lb 140/100 v';;0,00;;'V'
'B43';6;1;25/1/2007;4,00;28,00;112,00;'madres';;0,00;;'A'
'B12';15;1;25/1/2007;54,00;18,00;972,00;'vaciar mucha tilapia';;0,00;;'V'
'AD1';9;1;25/1/2007;54,00;18,00;972,00;'2V CN 54lb 100/80 v';;0,00;;'V'
'AD1';9;1;25/1/2007;3,00;28,00;84,00;'madres';;0,00;;'A'
'AD3';7;2;25/1/2007;49,00;18,00;882,00;'2V CN 49lb 100/40 v';;0,00;;'V'
'AD3';7;2;25/1/2007;2,00;28,00;56,00;'madres';;0,00;;'A'
'B43';0;0;25/1/2007;11,00;1,00;11,00;'B54';;454,00;'CAR';'S'
'B29';13;3;26/1/2007;85,00;18,00;1530,00;'2V CN 85lb 200/100 v tiene lilas';;0,00;;'V'
'B29';13;3;26/1/2007;2,00;28,00;56,00;'madres';;0,00;;'A'
'B46';6;1;26/1/2007;60,00;18,00;1080,00;'2V CN 60lb 100/60 v';;0,00;;'V'
'B46';6;1;26/1/2007;3,00;28,00;84,00;'madres';;0,00;;'A'
'B47';6;1;26/1/2007;30,00;18,00;540,00;'vaciar todo de venta';;0,00;;'V'
'B47';6;1;26/1/2007;2,00;28,00;56,00;'madres';;0,00;;'A'
'B08';21;1;26/1/2007;40,00;18,00;720,00;'1V CN 40lb 150/v';;0,00;;'V'
'B08';0;0;26/1/2007;28,00;0,17;5,00;'5.6lb';;2542,40;'CAR';'V'
'A03';5;2;27/1/2007;85,00;171,00;14535,00;'B25';;0,00;;'S'
'B15';27;1;27/1/2007;40,00;310,00;12400,00;'1V B16 se solto como 20lb';;0,00;;'S'
'A03';5;1;27/1/2007;27,00;12,00;324,00;'B03';;0,00;;'S'
'B27';7;2;30/1/2007;78,00;18,00;1404,00;'2V CN 78lb 150/60 v';;0,00;;'V'
'B27';7;2;30/1/2007;10,00;28,00;280,00;'madres';;0,00;;'A'
'B17';21;1;30/1/2007;87,00;18,00;1566,00;'2V CN 87lb 100/60 v';;0,00;;'V'
'B12';15;1;30/1/2007;16,00;18,00;288,00;'vaciar';;0,00;;'V'
'B12';15;1;30/1/2007;25,00;25,00;625,00;'B25';;0,00;;'S'
'B11';17;1;30/1/2007;59,00;18,00;1062,00;'vaciar';;0,00;;'V'
'B11';17;1;30/1/2007;38,00;28,00;1064,00;'B25';;0,00;;'S'
'B23';8;2;30/1/2007;41,00;18,00;738,00;'rreesenbrar';;0,00;;'V'
'B23';8;2;30/1/2007;11,00;28,00;308,00;'madres';;0,00;;'A'
'B12';0;0;30/1/2007;11,00;1,00;11,00;'B25';;454,00;'CAR';'S'
'B12';0;0;30/1/2007;2,00;1,00;2,00;'B16';;454,00;'CAR';'S'
'B11';0;0;30/1/2007;13,00;1,00;13,00;'B25';;454,00;'CAR';'S'
'B11';0;0;30/1/2007;6,00;1,00;6,00;'B16';;454,00;'CAR';'S'
'B23';0;0;30/1/2007;17,00;0,29;5,00;'vendidas  vivas';;1543,60;'CAR';'V'
'B36';16;1;31/1/2007;30,00;18,00;540,00;'2V CN 30lb 50/30 v';;0,00;;'V'
'B33';8;1;31/1/2007;58,00;18,00;1044,00;'2V CN 58lb 50/80 v';;0,00;;'V'
'B12';15;1;31/1/2007;110,00;37,00;4070,00;'B25';;0,00;;'S'
'B12';15;1;31/1/2007;5,00;28,00;140,00;'madres';;0,00;;'A'
'B12';15;2;31/1/2007;381,00;20,00;7620,00;'vacio  mucha tilapita';;0,00;;'V'
'B42';8;1;31/1/2007;42,00;18,00;756,00;'2V CN 42lb 80/50 v  5 tilapia muy poco/v';;0,00;;'V'
'B39';7;2;31/1/2007;37,00;18,00;666,00;'2V CN 37lb 60/40 v mal pescado';;0,00;;'V'
'B38';7;1;31/1/2007;39,00;18,00;702,00;'2V CN 39lb 25/25v pescar otra vez';;0,00;;'V'
'B12';0;0;31/1/2007;22,00;1,00;22,00;'B16';;454,00;'CAR';'S'
'B12';15;3;31/1/2007;1,00;18,00;18,00;'mucha tilapia';;0,00;;'A'
'B56';10;1;1/2/2007;206,00;20,00;4120,00;'vacio';;0,00;;'V'
'B56';10;1;1/2/2007;12,00;28,00;336,00;'madres';;0,00;;'A'
'B21';8;2;1/2/2007;83,00;18,00;1494,00;'2V CN 83lb 150/50 v';;0,00;;'V'
'B21';8;2;1/2/2007;15,00;28,00;420,00;'madres';;0,00;;'A'
'B22';9;1;1/2/2007;112,00;18,00;2016,00;'2V CN 112lb 200/100 v';;0,00;;'V'
'B22';9;1;1/2/2007;15,00;28,00;420,00;'madres';;0,00;;'A'
'B03';29;1;1/2/2007;41,00;10,00;410,00;'venta';;0,00;;'V'
'B03';29;1;1/2/2007;4,00;15,00;60,00;'madres';;0,00;;'A'
'B24';10;1;2/1/2007;11,00;28,00;308,00;'madres';;0,00;;'A'
'B24';10;2;2/2/2007;66,00;18,00;1188,00;'2V CN 66lb 100/150 v';;0,00;;'V'
'B08';21;1;2/2/2007;65,00;18,00;1170,00;'2V CN 65lb 100/110 v';;0,00;;'V'
'AD3';7;2;2/2/2007;47,00;18,00;846,00;'2V CN 47lb 50/100 v';;0,00;;'V'
'B28';7;3;2/2/2007;70,00;18,00;1260,00;'2V CN 70lb 180/90v no est';;0,00;;'V'
'B29';13;3;2/2/2007;51,00;18,00;918,00;'2V CN 51lb 130/80 v';;0,00;;'V'
'A03';5;2;3/2/2007;20,00;218,00;4360,00;'B25';;0,00;;'S'
'B15';27;1;3/2/2007;16,00;285,00;4560,00;'B25';;0,00;;'S'
'B15';27;1;3/2/2007;50,00;285,00;14250,00;'B23';;0,00;;'S'
'B43';6;1;5/2/2007;52,00;18,00;936,00;'2V CN 52lb 100/v';;0,00;;'V'
'B40';7;1;5/2/2007;46,00;18,00;828,00;'2V CN 46lb 120/80 v';;0,00;;'V'
'B30';10;1;5/2/2007;65,00;18,00;1170,00;'2V CN 65lb 100/80 v  no muestra';;0,00;;'V'
'B31';14;2;5/2/2007;38,00;18,00;684,00;'2V CN 38lb 40/20 v no chiq vaciar';;0,00;;'V'
'B11';17;1;5/2/2007;37,00;18,00;666,00;'vaciar';;0,00;;'V'
'B11';17;1;5/2/2007;7,00;26,00;182,00;'B23';;0,00;;'S'
'B52';8;1;6/2/2007;79,00;18,00;1422,00;'vaciar muchisina tilapia mas de 150lb ch';;0,00;;'V'
'B52';8;1;6/2/2007;69,00;36,00;2484,00;'B51';;0,00;;'S'
'B52';8;1;6/2/2007;3,00;28,00;84,00;'madres';;0,00;;'A'
'B43';6;1;6/2/2007;44,00;18,00;792,00;'2V CN 44lb 25/35 v que pasa cam no esta';;0,00;;'V'
'B43';6;1;6/2/2007;2,00;28,00;56,00;'madres';;0,00;;'A'
'B38';7;1;6/2/2007;54,00;18,00;972,00;'2V CN 54lb 50/40 v';;0,00;;'V'
'B39';7;2;6/2/2007;77,00;18,00;1386,00;'2V CN 77lb 100/130 v';;0,00;;'V'
'B11';17;1;6/2/2007;136,00;20,00;2720,00;'vacio 50lb de calele';;0,00;;'V'
'B11';17;1;6/2/2007;90,00;35,00;3150,00;'B23';;0,00;;'S'
'B11';17;1;6/2/2007;17,00;28,00;476,00;'madres';;0,00;;'A'
'B11';0;0;6/2/2007;7,00;0,14;1,00;'B10';;3178,00;'CAR';'S'
'B11';0;0;6/2/2007;19,00;1,00;19,00;'A02';;454,00;'CAR';'S'
'B49';10;1;7/2/2007;57,00;18,00;1026,00;'2V CN 57lb 100/60 v';;0,00;;'V'
'B49';10;1;7/2/2007;16,00;28,00;448,00;'madres';;0,00;;'A'
'B47';6;1;7/2/2007;67,00;18,00;1206,00;'2V CN 67lb 120/70 v';;0,00;;'V'
'B47';6;1;7/2/2007;9,00;28,00;252,00;'madres';;0,00;;'A'
'B46';6;1;7/2/2007;40,00;18,00;720,00;'todo de venta';;0,00;;'V'
'B52';8;1;7/2/2007;289,00;20,00;5780,00;'vacio 400lb de alevines';;0,00;;'V'
'B52';8;1;7/2/2007;80,00;34,00;2720,00;'B45';;0,00;;'S'
'B52';8;1;7/2/2007;120,00;40,00;4800,00;'B51';;0,00;;'S'
'B52';8;1;7/2/2007;26,00;28,00;728,00;'madres';;0,00;;'A'
'B43';6;1;8/2/2007;448,00;20,00;8960,00;'vacio';;0,00;;'V'
'AD1';9;1;8/2/2007;42,00;18,00;756,00;'2V CN 42lb 100/80 v';;0,00;;'V'
'AD1';9;1;8/2/2007;8,00;28,00;224,00;'madres';;0,00;;'A'
'B43';0;0;8/2/2007;27,00;0,29;8,00;'vacio';;1532,25;'CAR';'V'
'B17';21;1;9/2/2007;109,00;18,00;1962,00;'2V CN 109lb 150/100 v';;0,00;;'V'
'B17';21;1;9/2/2007;3,00;18,00;54,00;'madres';;0,00;;'A'
'B24';10;2;9/2/2007;61,00;18,00;1098,00;'2V CN 61lb 150/100v';;0,00;;'V'
'B24';10;2;9/2/2007;18,00;28,00;504,00;'madres';;0,00;;'A'
'B21';8;2;9/2/2007;101,00;18,00;1818,00;'2V CN 101lb 140/100 v';;0,00;;'V'
'B21';8;2;9/2/2007;3,00;28,00;84,00;'madres   7/3oz no chiq';;0,00;;'A'
'B22';9;1;9/2/2007;150,00;18,00;2700,00;'2V CN 150lb 230/100 v';;0,00;;'V'
'B22';9;1;9/2/2007;21,00;28,00;588,00;'madres';;0,00;;'A'
'A03';5;2;10/2/2007;10,00;200,00;2000,00;'B23';;0,00;;'S'
'B15';27;1;10/2/2007;20,00;200,00;4000,00;'B23';;0,00;;'S'
'B36';16;1;12/2/2007;50,00;18,00;900,00;'2V CN 50lb';;0,00;;'V'
'B33';8;1;12/2/2007;50,00;18,00;900,00;'2V CN 50lb 60/40 v';;0,00;;'V'
'B31';14;2;12/2/2007;104,00;18,00;1872,00;'vaciar';;0,00;;'V'
'B31';14;2;12/2/2007;15,00;28,00;420,00;'madres';;0,00;;'A'
'B31';14;2;12/2/2007;16,00;24,00;384,00;'B23';;0,00;;'S'
'B54';8;2;12/2/2007;33,00;18,00;594,00;'ya el legamo se esta pudriendo';;0,00;;'V'
'B08';21;1;12/2/2007;44,00;18,00;792,00;'2V CN 44lb 100/70 v  muy poco??';;0,00;;'V'
'B33';0;0;12/2/2007;35,00;0,31;11,00;'3.18lb frizzer';;1444,54;'CAR';'V'
'B42';8;1;13/2/2007;35,00;18,00;630,00;'2V CN 35lb 100/50/v';;0,00;;'V'
'B39';7;1;13/2/2007;40,00;18,00;720,00;'2v cn 40lb 100/60/v';;0,00;;'V'
'B39';7;1;13/2/2007;5,00;25,00;125,00;'madre';;0,00;;'A'
'B29';13;3;13/2/2007;47,00;18,00;846,00;'2v cn 47lb 140/100/v';;0,00;;'V'
'B29';13;3;13/2/2007;8,00;25,00;200,00;'madre';;0,00;;'A'
'B31';14;2;13/2/2007;142,00;18,00;2556,00;'vacio';;0,00;;'V'
'B27';7;2;13/2/2007;47,00;18,00;846,00;'2v cn 47lb 100/50/v';;0,00;;'V'
'B27';7;2;13/2/2007;18,00;25,00;450,00;'madre';;0,00;;'A'
'B29';0;0;13/2/2007;10,00;1,00;10,00;'B34';;454,00;'CAR';'S'
'B51';13;1;14/2/2007;55,00;18,00;990,00;'2v cn 55lb 230/150/v    tilapias';;0,00;;'V'
'B51';13;1;14/2/2007;5,00;25,00;125,00;'madre';;0,00;;'A'
'B40';7;1;14/2/2007;55,00;18,00;990,00;'2v cn 55lb 100/80/v';;0,00;;'V'
'B40';7;1;14/2/2007;4,00;25,00;100,00;'madre';;0,00;;'A'
'B28';7;3;14/2/2007;64,00;18,00;1152,00;'2v cn 64lb 150/100/v';;0,00;;'V'
'B28';7;3;14/2/2007;5,00;25,00;125,00;'madre';;0,00;;'A'
'B28';0;0;14/2/2007;8,00;1,00;8,00;'B34';;454,00;'CAR';'S'
'B47';6;1;14/2/2007;58,00;18,00;1044,00;'2v cn 58lb';;0,00;;'V'
'B47';6;1;14/2/2007;17,00;25,00;425,00;'madre';;0,00;;'A'
'B47';0;0;14/2/2007;21,00;1,00;21,00;'B48';;454,00;'CAR';'S'
'AD3';7;2;14/2/2007;29,00;18,00;522,00;'2v cn 29lb 50/v';;0,00;;'V'
'B17';21;1;14/2/2007;29,00;18,00;522,00;'2v cn 29lb 50/v';;0,00;;'V'
'B17';21;1;14/2/2007;3,00;25,00;75,00;'madre';;0,00;;'A'
'B47';6;1;15/2/2007;151,00;18,00;2718,00;'vacio';;0,00;;'V'
'B47';6;1;15/2/2007;50,00;28,00;1400,00;'B48';;0,00;;'S'
'B47';6;1;15/2/2007;32,00;25,00;800,00;'madre';;0,00;;'A'
