'bassin';'cycle';'lot';'datep�che';'poids';'quantit�lb';'quantit�';'commentaire';'quantit�lbstat';'grpoisson';'esp�ce';'destination'
'B29';0;0;25/6/2019;108,00;0,25;28,00;;;1751,14;'CAR';'V'
'B42';0;0;25/6/2019;24,00;0,50;12,00;;;908,00;'CAR';'V'
'B37';0;0;25/6/2019;20,00;0,40;8,00;;;1135,00;'CAR';'V'
'B41';0;0;24/6/2019;54,00;0,38;21,00;;;1167,42;'CAR';'V'
'B21';0;0;24/6/2019;144,00;0,42;61,00;;;1071,73;'CAR';'V'
'B21';0;0;24/6/2019;15,00;1,26;19,00;'B19';;358,42;'CAR';'S'
'B19';0;0;;;;0,00;;;0,00;'CAR';
'AD1';0;0;24/6/2019;85,00;0,30;26,00;;;1484,23;'CAR';'V'
'AD1';29;1;26/6/2019;129,00;18,00;2322,00;'vacio';;0,00;;'V'
'AD1';29;1;26/6/2019;75,00;33,00;2475,00;'A03';;0,00;;'S'
'B28';26;1;26/6/2019;52,00;18,00;936,00;'1v 250/v  90lb til';;0,00;;'V'
'B09';10;1;26/6/2019;223,00;18,00;4014,00;'2*1/2v 200/350/v til 85lbs madre 2';;0,00;;'V'
'AD1';0;0;26/6/2019;54,00;0,35;19,00;;;1290,31;'CAR';'V'
'B28';0;0;26/6/2019;190,00;0,42;80,00;;;1078,25;'CAR';'V'
'B28';0;0;26/6/2019;28,00;1,78;50,00;'B29';;254,24;'CAR';'S'
'B09';0;0;26/6/2019;50,00;0,40;20,00;;;1135,00;'CAR';'V'
'B59';2;1;27/6/2019;124,00;0,67;84,00;'venta';;670,19;;'A'
'B32';28;2;27/6/2019;307,00;1,14;350,00;;;398,22;;'V'
'B32';28;1;27/6/2019;357,00;0,56;200,00;'venta';;810,39;;'A'
'B32';28;1;27/6/2019;22,00;3,40;75,00;'sa';;133,17;;'A'
'B32';28;1;27/6/2019;22,00;2,27;50,00;'a03';;199,76;;'A'
'B59';0;0;27/6/2019;124,00;0,67;84,00;;;670,19;'CAR';'V'
'B32';0;0;27/6/2019;357,00;0,56;200,00;;;810,39;'CAR';'V'
'B32';0;0;27/6/2019;22,00;3,40;75,00;'sa';;133,17;'CAR';'S'
'B32';0;0;27/6/2019;22,00;2,27;50,00;'a03';;199,76;'CAR';'S'
'SA';0;0;;;;0,00;;;0,00;'CAR';
'A03';0;0;;;;0,00;;;0,00;'CAR';
'B57';20;1;23/8/2019;129,00;169,00;21801,00;'B40';;0,00;;'S'
'B26';41;1;7/8/2019;759,00;7,91;6007,00;'B21';;57,36;;'S'
'B07';34;1;7/10/2019;83,00;18,00;1494,00;'2*1/2v 350/150/v madre8';;0,00;;'V'
'B37';26;1;1/7/2019;147,00;18,00;2646,00;'vacio';;0,00;;'V'
'B41';24;1;1/7/2019;90,00;18,00;1620,00;;;0,00;;'V'
'B41';24;1;1/7/2019;20,00;29,00;580,00;;;0,00;;'S'
'B39';25;1;1/7/2019;241,00;18,00;4338,00;'1v 241lbs';;0,00;;'V'
'B39';25;1;1/7/2019;35,00;27,00;945,00;'B36';;0,00;;'S'
'B56';21;1;29/8/2019;187,00;187,00;34969,00;'B58';;0,00;;'S'
'B41';24;1;2/7/2019;93,00;18,00;1674,00;'vacio';;0,00;;'V'
'B41';24;1;17/2/2019;15,00;28,00;420,00;'B40';;0,00;;'S'
'B58';19;1;2/7/2019;102,00;18,00;1836,00;'para vaciar';;0,00;;'V'
'B58';19;1;2/7/2019;2,00;28,00;56,00;'B48   til 40';;0,00;;'V'
'B20';28;1;2/7/2019;304,00;18,00;5472,00;'2*1/2v 100/500/v';;0,00;;'V'
'B37';0;0;1/7/2019;5,00;0,80;4,00;;;567,50;'CAR';'V'
'B41';0;0;1/7/2019;17,00;0,41;7,00;;;1102,57;'CAR';'V'
'B39';0;0;1/7/2019;80,00;0,27;22,00;;;1650,90;'CAR';'V'
'B39';0;0;1/7/2019;11,00;1,09;12,00;'B36';;416,16;'CAR';'S'
'B36';0;0;;;;0,00;;;0,00;'CAR';
'B41';0;0;2/7/2019;5,00;1,00;5,00;;;454,00;'CAR';'V'
'B41';0;0;2/7/2019;9,00;1,22;11,00;'B40';;371,45;'CAR';'S'
'B58';0;0;2/7/2019;79,00;0,35;28,00;;;1280,92;'CAR';'V'
'B20';0;0;2/7/2019;80,00;0,26;21,00;;;1729,52;'CAR';'V'
'B05';0;0;;;;0,00;;;0,00;'CAR';
'B07';0;0;;;;0,00;;;0,00;'CAR';
'B08';0;0;;;;0,00;;;0,00;'CAR';
'B10';0;0;;;;0,00;;;0,00;'CAR';
'B11';0;0;;;;0,00;;;0,00;'CAR';
'B19';0;0;;;;0,00;;;0,00;'CAR';
'B34';0;0;;;;0,00;;;0,00;'CAR';
'B36';0;0;;;;0,00;;;0,00;'CAR';
'B38';0;0;;;;0,00;;;0,00;'CAR';
'B43';0;0;;;;0,00;;;0,00;'CAR';
'B46';0;0;;;;0,00;;;0,00;'CAR';
'B47';0;0;;;;0,00;;;0,00;'CAR';
'B49';0;0;;;;0,00;;;0,00;'CAR';
'B51';0;0;;;;0,00;;;0,00;'CAR';
'B54';0;0;;;;0,00;;;0,00;'CAR';
'SA';0;0;;;;0,00;;;0,00;'CAR';
'LAG';0;0;;;;0,00;;;0,00;'CAR';
'B58';19;1;3/7/2019;129,00;18,00;2322,00;'vacio til 30';;0,00;;'V'
'B58';19;1;3/7/2019;2,00;28,00;56,00;'B49';;0,00;;'S'
'B48';9;1;3/7/2019;265,00;18,00;4770,00;'2*1/2v 300/400/v til 20';;0,00;;'V'
'B52';20;1;3/7/2019;85,00;18,00;1530,00;;;0,00;;'V'
'B52';20;1;3/7/2019;30,00;28,00;840,00;'B48';;0,00;;'S'
'B58';0;0;3/7/2019;18,00;0,44;8,00;;;1021,50;'CAR';'V'
'B48';0;0;3/7/2019;160,00;0,35;57,00;;;1274,38;'CAR';'V'
'B52';0;0;3/7/2019;282,00;0,71;203,00;;;630,67;'CAR';'V'
'B52';0;0;3/7/2019;30,00;1,30;39,00;'B53';;349,23;'CAR';'S'
'B52';0;0;3/7/2019;50,00;1,34;67,00;'B59';;338,80;'CAR';'S'
'B53';0;0;;;;0,00;;;0,00;'CAR';
'B53';0;0;;;;0,00;;;0,00;'CAR';
'B53';20;1;14/10/2019;45,00;18,00;810,00;'2*1/2v 300/400/v RECMABIO AGUA';;0,00;;'V'
'B52';20;1;3/7/2019;70,00;28,00;1960,00;'B53';;0,00;;'S'
'B01';57;1;4/7/2019;10,00;200,00;2000,00;'B07';;0,00;;'S'
'B32';28;2;4/7/2019;180,00;1,00;180,00;;;454,00;;'V'
'B32';28;1;4/7/2019;100,00;0,58;58,00;;;782,75;;'A'
'B30';29;1;4/7/2019;107,00;1,22;131,00;;;370,82;;'V'
'B30';29;1;4/7/2019;38,00;1,50;57,00;'B32';;302,66;;'S'
'B30';29;2;4/7/2019;190,00;1,12;214,00;'B32  65lbs/32=2080 B32';;403,08;;'A'
'B30';29;2;4/7/2019;36,00;0,58;21,00;'35lb/32 = 960 b25';;778,28;;'A'
'B25';33;2;9/8/2019;160,00;2,62;420,00;'B01';;172,95;;'A'
'B30';29;2;4/7/2019;14,00;3,57;50,00;'B19';;127,12;;'A'
'B30';29;2;4/7/2019;15,00;3,33;50,00;'B07';;136,20;;'A'
'B30';29;2;4/7/2019;15,00;2,00;30,00;'B36';;227,00;;'A'
'B32';0;0;4/7/2019;100,00;0,58;58,00;;;782,75;'CAR';'V'
'B30';0;0;4/7/2019;190,00;1,12;214,00;'B32';;403,08;'CAR';'S'
'B30';0;0;4/7/2019;36,00;0,58;21,00;'32/30=960 b25';;778,28;'CAR';'V'
'B25';0;0;;;;0,00;;;0,00;'CAR';
'B30';0;0;4/7/2019;14,00;3,57;50,00;'B19';;127,12;'CAR';'S'
'B30';0;0;4/7/2019;15,00;3,33;50,00;'B07';;136,20;'CAR';'S'
'B30';0;0;4/7/2019;15,00;2,00;30,00;'B36';;227,00;'CAR';'S'
'B19';0;0;;;;0,00;;;0,00;'CAR';
'B07';0;0;;;;0,00;;;0,00;'CAR';
'B36';0;0;;;;0,00;;;0,00;'CAR';
'B25';0;0;;;;0,00;;;0,00;'CAR';
'B19';0;0;;;;0,00;;;0,00;'CAR';
'B07';0;0;;;;0,00;;;0,00;'CAR';
'B36';0;0;;;;0,00;;;0,00;'CAR';
'B32';28;3;25/7/2019;70,00;1,42;100,00;'LAG';;317,80;;'A'
'B25';33;1;9/8/2019;557,00;1,56;874,00;'B01';;289,33;;'S'
'B19';0;0;;;;0,00;;;0,00;'CAR';
'B07';0;0;;;;0,00;;;0,00;'CAR';
'B36';0;0;;;;0,00;;;0,00;'CAR';
'B01';57;1;6/7/2019;30,00;200,00;6000,00;'B07';;0,00;;'S'
'B40';23;1;8/7/2019;350,00;18,00;6300,00;'2*1/2v 350/400/v';;0,00;;'V'
'B42';25;1;8/7/2019;211,00;18,00;3798,00;'para vaciar';;0,00;;'V'
'B42';25;1;8/7/2019;20,00;29,00;580,00;'B40';;0,00;;'S'
'B44';25;1;8/7/2019;171,00;18,00;3078,00;'1v 400/v   muy flojo y a la orilla';;0,00;;'V'
'B44';0;0;8/7/2019;55,00;0,50;28,00;;;891,78;'CAR';'V'
'B42';0;0;8/7/2019;46,00;0,21;10,00;;;2088,40;'CAR';'V'
'B42';0;0;8/7/2019;2,00;2,00;4,00;'B40';;227,00;'CAR';'S'
'B40';0;0;8/7/2019;79,00;0,34;27,00;;;1328,37;'CAR';'V'
'B42';25;1;9/7/2019;151,00;18,00;2718,00;'vacio';;0,00;;'V'
'B42';25;1;9/7/2019;15,00;32,00;480,00;'B40';;0,00;;'S'
'B20';28;1;9/7/2019;45,00;18,00;810,00;'criis';;0,00;;'V'
'B39';25;1;9/7/2019;131,00;18,00;2358,00;'para vaciar';;0,00;;'V'
'B39';25;1;9/7/2019;18,00;29,00;522,00;'B36';;0,00;;'S'
'B04';38;1;9/7/2019;294,00;18,00;5292,00;'2*1/2v 300/300/v 294lbs';;0,00;;'V'
'B42';0;0;9/7/2019;10,00;0,40;4,00;;;1135,00;'CAR';'V'
'B39';0;0;9/7/2019;32,00;0,34;11,00;;;1320,72;'CAR';'V'
'B04';0;0;9/7/2019;45,00;0,20;9,00;;;2270,00;'CAR';'V'
'B05';0;0;;;;0,00;;;0,00;'CAR';
'A02';30;1;6/9/2019;132,00;270,00;35640,00;'B10';;0,00;;'S'
'B39';25;1;10/7/2019;362,00;18,00;6516,00;'vacio';;0,00;;'V'
'B39';25;1;10/7/2019;15,00;28,00;420,00;'B36';;0,00;;'S'
'B09';10;1;10/7/2019;107,00;18,00;1926,00;'2*1/2v 150/150/v 56lbs de til';;0,00;;'V'
'B20';28;1;10/7/2019;164,00;18,00;2952,00;;;0,00;;'V'
'B20';28;1;10/7/2019;70,00;27,00;1890,00;'lag';;0,00;;'S'
'B30';29;1;10/7/2019;6,00;1,50;9,00;'para vaciar';;302,66;;'V'
'B30';29;2;10/7/2019;45,00;1,33;60,00;'B32';;340,50;;'A'
'B30';29;2;10/7/2019;18,00;0,72;13,00;;;628,61;;'A'
'B30';0;0;10/7/2019;45,00;1,33;60,00;'B32';;340,50;'CAR';'S'
'B30';0;0;10/7/2019;18,00;0,72;13,00;'15*45=675 B32';;628,61;'CAR';'V'
'B32';28;2;11/7/2019;88,00;1,13;100,00;;;399,52;;'V'
'B32';28;1;11/7/2019;110,00;0,76;84,00;;;594,52;;'A'
'B30';29;1;11/7/2019;17,00;1,23;21,00;;;367,52;;'V'
'B30';29;2;11/7/2019;30,00;0,90;27,00;'100*14/lbs = 1400 B32';;504,44;;'A'
'B30';29;2;11/7/2019;60,00;1,51;91,00;'B32';;299,34;;'A'
'B32';0;0;11/7/2019;110,00;0,76;84,00;;;594,52;'CAR';'V'
'B30';0;0;11/7/2019;30,00;0,90;27,00;;;504,44;'CAR';'V'
'B30';0;0;11/7/2019;60,00;1,51;91,00;'B32';;299,34;'CAR';'S'
'B59';2;1;11/7/2019;205,00;0,84;174,00;'venta';;534,88;;'A'
'B59';0;0;11/7/2019;205,00;0,84;174,00;;;534,88;'CAR';'V'
'B20';0;0;10/7/2019;9,00;0,44;4,00;;;1021,50;'CAR';'V'
'B09';0;0;10/7/2019;6,00;0,66;4,00;;;681,00;'CAR';'V'
'B01';57;1;11/7/2019;17,00;190,00;3230,00;'B07';;0,00;;'S'
'B01';57;1;11/7/2019;5,00;190,00;950,00;'AD1';;0,00;;'S'
'B24';29;1;12/7/2019;200,00;2,93;587,00;'B25';;154,68;;'S'
'B50';2;1;13/7/2019;173,00;160,00;27680,00;'B37';;0,00;;'S'
'B37';27;1;28/10/2019;149,00;18,00;2682,00;'2*1/2v 300/450/v';;0,00;;'V'
'B24';29;1;13/7/2019;33,00;3,24;107,00;'B25';;140,01;;'S'
'AD1';30;1;22/10/2019;157,00;18,00;2826,00;'2*1/2v 300/400/v mucha diff de tamano';;0,00;;'V'
'B48';9;1;15/7/2019;172,00;18,00;3096,00;'1v 250/v';;0,00;;'V'
'B52';20;1;15/7/2019;73,00;18,00;1314,00;;;0,00;;'V'
'B52';20;1;15/7/2019;60,00;35,00;2100,00;'B48';;0,00;;'S'
'B20';28;1;15/7/2019;161,00;18,00;2898,00;;;0,00;;'V'
'B20';28;1;15/7/2019;29,00;27,00;783,00;'B04';;0,00;;'S'
'B48';0;0;15/7/2019;60,00;0,43;26,00;;;1047,69;'CAR';'V'
'B52';0;0;15/7/2019;255,00;0,66;170,00;;;681,00;'CAR';'V'
'B52';0;0;15/7/2019;40,00;1,25;50,00;'B44';;363,20;'CAR';'S'
'B52';0;0;15/7/2019;12,00;1,41;17,00;'B48';;320,47;'CAR';'S'
'B20';0;0;15/7/2019;4,00;0,75;3,00;;;605,33;'CAR';'V'
'B20';28;1;16/7/2019;112,00;18,00;2016,00;;;0,00;;'V'
'B20';28;1;17/7/2019;41,00;18,00;738,00;'vacio';;0,00;;'V'
'B20';28;1;17/7/2019;2,00;27,00;54,00;'B19';;0,00;;'S'
'B29';30;1;16/7/2019;132,00;18,00;2376,00;'til 5 lbs';;0,00;;'V'
'B29';30;1;16/7/2019;30,00;28,00;840,00;'B39';;0,00;;'S'
'B28';26;1;16/7/2019;47,00;18,00;846,00;;;0,00;;'V'
'B28';26;1;16/7/2019;30,00;31,00;930,00;'tilapia 50lbs';;0,00;;'S'
'B52';20;1;16/7/2019;31,00;18,00;558,00;;;0,00;;'V'
'B52';20;1;16/7/2019;50,00;34,00;1700,00;'B53';;0,00;;'S'
'B52';20;1;17/7/2019;58,00;18,00;1044,00;'vacio';;0,00;;'V'
'B52';20;1;17/7/2019;50,00;36,00;1800,00;'B53';;0,00;;'S'
'B39';26;1;28/10/2019;195,00;18,00;3510,00;'2*1/2v 400/350/v';;0,00;;'V'
'B44';25;1;17/7/2019;107,00;18,00;1926,00;;;0,00;;'V'
'B44';25;1;17/7/2019;50,00;23,00;1150,00;'B41';;0,00;;'S'
'B41';25;1;23/9/2019;101,00;18,00;1818,00;'2/1/2v 300/400/v';;0,00;;'V'
'B20';0;0;16/7/2019;5,00;0,40;2,00;;;1135,00;'CAR';'V'
'B29';0;0;16/7/2019;60,00;0,40;24,00;;;1135,00;'CAR';'V'
'B28';0;0;16/7/2019;93,00;0,53;50,00;;;844,44;'CAR';'V'
'B28';0;0;16/7/2019;30,00;1,76;53,00;'B37 macho';;256,98;'CAR';'S'
'B28';0;0;16/7/2019;75,00;1,33;100,00;'B32';;340,50;'CAR';'S'
'B37';0;0;;;;0,00;;;0,00;'CAR';
'B52';0;0;16/7/2019;27,00;0,70;19,00;;;645,15;'CAR';'V'
'B52';0;0;17/7/2019;30,00;0,86;26,00;;;523,84;'CAR';'V'
'B52';0;0;17/7/2019;15,00;1,13;17,00;'B40';;400,58;'CAR';'S'
'B44';0;0;17/7/2019;70,00;0,44;31,00;;;1025,16;'CAR';'V'
'B44';0;0;17/7/2019;7,00;1,28;9,00;'B41';;353,11;'CAR';'S'
'B44';0;0;17/7/2019;10,00;1,50;15,00;'B40';;302,66;'CAR';'S'
'B53';0;0;;;;0,00;;;0,00;'CAR';
'B01';57;1;18/7/2019;50,00;185,00;9250,00;'AD1';;0,00;;'S'
'B50';2;1;18/7/2019;90,00;163,00;14670,00;'B39';;0,00;;'S'
'B32';28;1;18/7/2019;155,00;0,67;104,00;;;676,63;;'A'
'B32';28;1;18/7/2019;135,00;1,85;250,00;;;245,16;;'A'
'B32';0;0;18/7/2019;155,00;0,67;104,00;;;676,63;'CAR';'V'
'B32';0;0;18/7/2019;35,00;1,42;50,00;'B09';;317,80;'CAR';'S'
'B32';0;0;18/7/2019;33,00;1,51;50,00;'B04';;299,64;'CAR';'S'
'B32';0;0;18/7/2019;22,00;2,27;50,00;'B19';;199,76;'CAR';'S'
'B32';0;0;18/7/2019;45,00;2,22;100,00;'B05';;204,30;'CAR';'S'
'B19';0;0;;;;0,00;;;0,00;'CAR';
'B05';0;0;;;;0,00;;;0,00;'CAR';
'B01';57;1;19/7/2019;72,00;220,00;15840,00;'AD1';;0,00;;'S'
'B45';22;1;19/7/2019;472,00;70,00;33040,00;'B41';;0,00;;'S'
'B24';29;1;19/7/2019;8,00;3,87;31,00;'B25';;117,16;;'S'
'B45';0;0;19/7/2019;40,00;0,47;19,00;'B44';;955,78;'CAR';'S'
'B28';26;1;22/7/2019;68,00;18,00;1224,00;'vacio    50lbs de tilapia';;0,00;;'V'
'B28';26;1;22/7/2019;45,00;27,00;1215,00;'B37';;0,00;;'S'
'B29';30;1;22/7/2019;73,00;18,00;1314,00;;;0,00;;'V'
'B29';30;1;22/7/2019;8,00;30,00;240,00;'B39';;0,00;;'S'
'B24';29;1;20/7/2019;55,00;3,38;186,00;'B25   vacio';;134,24;;'S'
'B28';0;0;22/7/2019;50,00;0,98;49,00;;;463,26;'CAR';'V'
'B28';0;0;22/7/2019;30,00;1,66;50,00;'B32';;272,40;'CAR';'S'
'B29';0;0;22/7/2019;25,00;0,76;19,00;;;597,36;'CAR';'V'
'LAG';0;0;22/7/2019;395,00;0,26;105,00;;;1707,90;'CAR';'V'
'B44';25;1;23/7/2019;222,00;18,00;3996,00;'para vaciar';;0,00;;'V'
'B44';25;1;23/7/2019;25,00;29,00;725,00;'B42';;0,00;;'S'
'B42';26;1;10/9/2019;122,00;18,00;2196,00;'2*1/2v 300/300/v';;0,00;;'V'
'B29';30;1;23/7/2019;87,00;18,00;1566,00;;;0,00;;'V'
'B29';30;1;23/7/2019;6,00;29,00;174,00;'B36';;0,00;;'S'
'B08';41;1;23/7/2019;223,00;2,12;474,00;'B01';;213,59;;'S'
'B01';58;1;19/9/2019;516,00;1,06;551,00;;;425,16;;'V'
'B29';0;0;23/7/2019;1,00;1,00;1,00;;;454,00;'CAR';'V'
'B44';0;0;23/7/2019;86,00;0,51;44,00;;;887,36;'CAR';'V'
'B44';25;1;24/7/2019;317,00;18,00;5706,00;'vacio';;0,00;;'V'
'B44';25;1;24/7/2019;36,00;24,00;864,00;'B42';;0,00;;'S'
'B44';0;0;24/7/2019;24,00;0,54;13,00;;;838,15;'CAR';'V'
'B54';0;0;24/7/2019;30,00;0,36;11,00;'640/230 B59';;1238,18;'CAR';'V'
'B59';2;2;21/11/2019;392,00;1,10;434,00;'B47';;410,06;;'A'
'B10';0;0;24/7/2019;100,00;0,30;30,00;;;1513,33;'CAR';'V'
'B02';62;1;4/10/2019;102,00;155,00;15810,00;'B48';;0,00;;'S'
'B39';0;0;;;;0,00;;;0,00;'CAR';
'B53';0;0;;;;0,00;;;0,00;'CAR';
'B08';41;1;25/7/2019;191,00;2,35;450,00;'B01';;192,69;;'S'
'B27';25;3;21/8/2019;360,00;2,21;797,00;'B25';;205,06;;'A'
'B32';28;1;25/7/2019;20,00;0,85;17,00;;;534,11;;'A'
'B32';28;3;25/7/2019;18,00;1,44;26,00;'B10';;314,30;;'A'
'B32';0;0;25/7/2019;20,00;0,85;17,00;;;534,11;'CAR';'V'
'B32';0;0;25/7/2019;70,00;1,42;100,00;'LAG';;317,80;'CAR';'S'
'B32';0;0;25/7/2019;18,00;1,44;26,00;'B10';;314,30;'CAR';'S'
'B59';2;1;25/7/2019;78,00;0,69;54,00;'venta';;655,77;;'A'
'B59';2;1;25/7/2019;40,00;1,87;75,00;'B42';;242,13;;'A'
'B59';2;1;25/7/2019;40,00;1,25;50,00;'B48';;363,20;;'A'
'B59';2;1;25/7/2019;50,00;1,50;75,00;'B53';;302,66;;'A'
'B59';0;0;25/7/2019;78,00;0,69;54,00;;;655,77;'CAR';'V'
'B59';0;0;25/7/2019;40,00;1,87;75,00;'B42';;242,13;'CAR';'S'
'B59';0;0;25/7/2019;40,00;1,25;50,00;'B48';;363,20;'CAR';'S'
'B59';0;0;25/7/2019;50,00;1,50;75,00;'B53';;302,66;'CAR';'S'
'B42';0;0;;;;0,00;;;0,00;'CAR';
'B53';0;0;;;;0,00;;;0,00;'CAR';
'B42';0;0;;;;0,00;;;0,00;'CAR';
'B45';22;1;26/7/2019;244,00;50,00;12200,00;'B42';;0,00;;'S'
'B45';22;1;26/7/2019;50,00;50,00;2500,00;'B42';;0,00;;'S'
'B50';2;1;26/7/2019;50,00;210,00;10500,00;'B39';;0,00;;'S'
'B45';0;0;26/7/2019;8,00;0,50;4,00;'B40';;908,00;'CAR';'S'
'B45';22;1;27/7/2019;38,00;48,00;1824,00;'B42';;0,00;;'S'
'B03';66;1;29/7/2019;100,00;100,00;10000,00;'AD1';;0,00;;'S'
'B03';66;1;29/7/2019;80,00;100,00;8000,00;'B20';;0,00;;'S'
'B20';29;1;8/10/2019;307,00;18,00;5526,00;'2*1/2v 150/400/v';;0,00;;'V'
'B40';23;1;29/7/2019;161,00;18,00;2898,00;'para vaciar';;0,00;;'V'
'B40';23;1;29/7/2019;63,00;25,00;1575,00;'B42';;0,00;;'S'
'B09';10;1;29/7/2019;110,00;18,00;1980,00;'til 20';;0,00;;'V'
'B40';0;0;29/7/2019;114,00;0,61;70,00;;;739,37;'CAR';'V'
'B09';0;0;29/7/2019;20,00;0,80;16,00;;;567,50;'CAR';'V'
'B02';62;2;4/10/2019;4,00;3,75;15,00;'M1';;0,00;;'S'
'B40';23;1;30/7/2019;371,00;18,00;6678,00;'vacio';;0,00;;'V'
'B40';23;1;30/7/2019;67,00;25,00;1675,00;'B42';;0,00;;'S'
'B03';66;1;30/7/2019;30,00;110,00;3300,00;'B20';;0,00;;'S'
'B48';9;1;30/7/2019;168,00;18,00;3024,00;;;0,00;;'V'
'B48';9;1;30/7/2019;75,00;27,00;2025,00;'B42';;0,00;;'S'
'B31';40;2;30/7/2019;20,00;0,70;14,00;;;648,57;;'A'
'B40';0;0;30/7/2019;32,00;0,75;24,00;;;605,33;'CAR';'V'
'B48';0;0;30/7/2019;35,00;0,68;24,00;;;662,08;'CAR';'V'
'B48';0;0;30/7/2019;30,00;1,26;38,00;'B59';;358,42;'CAR';'S'
'B31';0;0;30/7/2019;310,00;7,00;2170,23;'B32';;64,85;'CAR';'S'
'B31';0;0;30/7/2019;20,00;0,70;14,00;;;648,57;'CAR';'V'
'B48';9;1;31/7/2019;200,00;18,00;3600,00;;;0,00;;'V'
'B48';9;1;31/7/2019;65,00;27,00;1755,00;'B42';;0,00;;'S'
'B51';30;1;31/7/2019;67,00;18,00;1206,00;'2*1/2v 150/200/v';;0,00;;'V'
'B31';40;2;31/7/2019;70,00;0,01;630,05;'B32';;50,44;;'A'
'B31';40;2;31/7/2019;2,00;1,00;2,00;;;454,00;;'A'
'B31';40;1;31/7/2019;160,00;1,18;189,00;;;384,33;;'V'
'B48';0;0;31/7/2019;14,00;0,78;11,00;;;577,81;'CAR';'V'
'B51';0;0;31/7/2019;60,00;0,26;16,00;;;1702,50;'CAR';'V'
'B31';0;0;31/7/2019;2,00;1,00;2,00;;;454,00;'CAR';'V'
'B31';0;0;31/7/2019;70,00;9,00;630,05;'B32';;50,44;'CAR';'S'
'B31';40;2;1/8/2019;75,00;15,00;1125,00;'B32';;30,26;;'A'
'B31';40;1;1/8/2019;60,00;1,21;73,00;'vacio';;373,15;;'V'
'B31';0;0;1/8/2019;75,00;15,00;1125,00;'B32';;30,26;'CAR';'S'
'B03';66;1;1/8/2019;36,00;110,00;3960,00;'B20';;0,00;;'S'
'B27';25;2;1/8/2019;390,00;0,86;339,00;;;522,30;;'V'
'B27';25;1;1/8/2019;35,00;0,62;22,00;;;722,27;;'A'
'B27';0;0;1/8/2019;35,00;0,62;22,00;;;722,27;'CAR';'V'
'B27';0;0;25/7/2019;80,00;0,57;46,00;;;789,56;'CAR';'V'
'B03';66;1;2/8/2019;24,00;112,00;2688,00;'B20 vacio';;0,00;;'S'
'B50';2;1;3/8/2019;18,00;175,00;3150,00;'B39';;0,00;;'S'
'B50';2;1;2/8/2019;20,00;170,00;3400,00;'B39';;0,00;;'S'
'B09';10;1;5/8/2019;215,00;18,00;3870,00;'35lbs de til';;0,00;;'V'
'B09';10;1;5/8/2019;25,00;29,00;725,00;'B20  31 lbs de madre';;0,00;;'S'
'B09';10;1;6/8/2019;133,00;18,00;2394,00;'madre 8 lbs';;0,00;;'V'
'B09';10;1;6/8/2019;24,00;27,00;648,00;'B20';;0,00;;'S'
'B04';38;1;5/8/2019;158,00;18,00;2844,00;'2*1/2v 100/200/v madre10lbs';;0,00;;'V'
'B09';0;0;5/8/2019;22,00;0,86;19,00;;;525,68;'CAR';'V'
'B09';0;0;5/8/2019;7,00;1,85;13,00;'B04';;244,46;'CAR';'S'
'B04';0;0;5/8/2019;45,00;0,37;17,00;;;1201,76;'CAR';'V'
'B09';0;0;6/8/2019;14,00;0,85;12,00;;;529,66;'CAR';'V'
'B49';0;0;6/8/2019;60,00;0,36;22,00;;;1238,18;'CAR';'V'
'B47';0;0;6/8/2019;177,00;0,23;41,00;;;1959,95;'CAR';'V'
'B21';28;1;3/10/2019;527,00;0,88;464,00;'18 muertas';;515,64;;'V'
'B08';0;0;;;;0,00;;;0,00;'CAR';
'LAG';11;1;7/8/2019;167,00;18,00;3006,00;'2*1/2v 400/250/v madre 3';;0,00;;'V'
'B11';0;0;7/8/2019;48,00;0,31;15,00;;;1452,80;'CAR';'V'
'LAG';0;0;7/8/2019;80,00;0,43;35,00;;;1037,71;'CAR';'V'
'B32';28;1;8/8/2019;12,00;1,08;13,00;;;419,07;;'A'
'B32';28;3;8/8/2019;213,00;7,41;1580,00;'B21';;61,20;;'A'
'B32';28;3;8/8/2019;25,00;3,00;75,00;'B39';;151,33;;'A'
'B32';28;2;8/8/2019;11,00;0,90;10,00;;;499,40;;'V'
'B32';0;0;8/8/2019;213,00;7,41;1580,00;'B21';;61,20;'CAR';'S'
'B32';0;0;8/8/2019;25,00;3,00;75,00;'B39';;151,33;'CAR';'S'
'B32';0;0;8/8/2019;12,00;1,08;13,00;;;419,07;'CAR';'V'
'B21';0;0;;;;0,00;;;0,00;'CAR';
'B39';0;0;;;;0,00;;;0,00;'CAR';
'B21';28;2;10/10/2019;85,00;0,70;60,00;'venta';;643,16;;'A'
'B27';25;2;8/8/2019;1044,00;0,92;965,00;;;491,16;;'V'
'B27';25;1;8/8/2019;226,00;0,51;117,00;;;876,95;;'A'
'B27';0;0;8/8/2019;226,00;0,51;117,00;;;876,95;'CAR';'V'
'B10';0;0;8/8/2019;2,00;0,50;1,00;;;908,00;'CAR';'V'
'B32';28;3;9/8/2019;165,00;8,60;1420,00;'B21';;52,75;;'A'
'B32';28;3;9/8/2019;52,00;0,53;28,00;'venta';;843,14;;'A'
'B32';28;2;9/8/2019;108,00;1,11;120,00;;;408,60;;'V'
'B21';0;0;;;;0,00;;;0,00;'CAR';
'B32';0;0;9/8/2019;165,00;8,60;1420,00;'B21';;52,75;'CAR';'S'
